cohort_month,region,country,advertiser_segment,campaign_objective,cohort_size,retained_day_7,retained_day_30,retained_day_90
2025-07-01,North America,United States,SMB,Traffic,14,7,3,2
2025-07-01,North America,United States,SMB,Lead Generation,21,11,8,5
2025-07-01,North America,United States,SMB,App Installs,20,11,6,4
2025-07-01,North America,United States,SMB,Catalog Sales,18,10,9,5
2025-07-01,North America,United States,Mid-Market,Conversions,28,20,18,12
2025-07-01,North America,United States,Mid-Market,Traffic,35,24,10,7
2025-07-01,North America,United States,Mid-Market,Lead Generation,36,25,19,11
2025-07-01,North America,United States,Mid-Market,App Installs,34,23,15,10
2025-07-01,North America,United States,Mid-Market,Catalog Sales,33,21,17,10
2025-07-01,North America,United States,Enterprise,Conversions,51,43,40,25
2025-07-01,North America,United States,Enterprise,Traffic,65,54,26,17
2025-07-01,North America,United States,Enterprise,Lead Generation,66,50,40,23
2025-07-01,North America,United States,Enterprise,App Installs,56,43,26,15
2025-07-01,North America,United States,Enterprise,Catalog Sales,54,46,42,27
2025-07-01,North America,United States,Agency,Conversions,51,39,35,22
2025-07-01,North America,United States,Agency,Traffic,51,38,19,11
2025-07-01,North America,United States,Agency,Lead Generation,32,23,19,11
2025-07-01,North America,United States,Agency,App Installs,37,29,19,12
2025-07-01,North America,United States,Agency,Catalog Sales,39,32,26,16
2025-07-01,North America,Canada,SMB,Conversions,12,6,5,3
2025-07-01,North America,Canada,SMB,Traffic,12,6,2,1
2025-07-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-07-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-07-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-07-01,North America,Canada,Mid-Market,Conversions,14,8,8,5
2025-07-01,North America,Canada,Mid-Market,Traffic,20,12,6,3
2025-07-01,North America,Canada,Mid-Market,Lead Generation,17,10,8,5
2025-07-01,North America,Canada,Mid-Market,App Installs,16,9,6,4
2025-07-01,North America,Canada,Mid-Market,Catalog Sales,18,12,11,6
2025-07-01,North America,Canada,Enterprise,Conversions,31,22,22,13
2025-07-01,North America,Canada,Enterprise,Traffic,28,22,11,6
2025-07-01,North America,Canada,Enterprise,Lead Generation,28,21,17,11
2025-07-01,North America,Canada,Enterprise,App Installs,32,24,15,9
2025-07-01,North America,Canada,Enterprise,Catalog Sales,28,21,19,12
2025-07-01,North America,Canada,Agency,Conversions,24,18,16,10
2025-07-01,North America,Canada,Agency,Traffic,18,13,6,4
2025-07-01,North America,Canada,Agency,Lead Generation,17,12,10,5
2025-07-01,North America,Canada,Agency,App Installs,19,13,8,5
2025-07-01,North America,Canada,Agency,Catalog Sales,26,18,14,8
2025-07-01,Europe,United Kingdom,SMB,Conversions,13,6,6,4
2025-07-01,Europe,United Kingdom,SMB,Traffic,12,6,3,2
2025-07-01,Europe,United Kingdom,SMB,Lead Generation,16,8,6,3
2025-07-01,Europe,United Kingdom,SMB,App Installs,14,7,4,2
2025-07-01,Europe,United Kingdom,SMB,Catalog Sales,14,8,7,4
2025-07-01,Europe,United Kingdom,Mid-Market,Conversions,22,14,13,8
2025-07-01,Europe,United Kingdom,Mid-Market,Traffic,19,13,6,4
2025-07-01,Europe,United Kingdom,Mid-Market,Lead Generation,19,12,10,6
2025-07-01,Europe,United Kingdom,Mid-Market,App Installs,17,10,7,4
2025-07-01,Europe,United Kingdom,Mid-Market,Catalog Sales,23,16,14,9
2025-07-01,Europe,United Kingdom,Enterprise,Conversions,46,38,37,24
2025-07-01,Europe,United Kingdom,Enterprise,Traffic,45,34,15,9
2025-07-01,Europe,United Kingdom,Enterprise,Lead Generation,32,23,20,12
2025-07-01,Europe,United Kingdom,Enterprise,App Installs,33,25,16,10
2025-07-01,Europe,United Kingdom,Enterprise,Catalog Sales,41,33,27,16
2025-07-01,Europe,United Kingdom,Agency,Conversions,31,23,21,12
2025-07-01,Europe,United Kingdom,Agency,Traffic,27,20,9,5
2025-07-01,Europe,United Kingdom,Agency,Lead Generation,24,18,14,8
2025-07-01,Europe,United Kingdom,Agency,App Installs,24,17,11,6
2025-07-01,Europe,United Kingdom,Agency,Catalog Sales,22,17,14,8
2025-07-01,Europe,Germany,SMB,Conversions,13,7,6,4
2025-07-01,Europe,Germany,SMB,Traffic,13,7,3,1
2025-07-01,Europe,Germany,SMB,Lead Generation,12,6,4,3
2025-07-01,Europe,Germany,SMB,App Installs,14,7,4,2
2025-07-01,Europe,Germany,SMB,Catalog Sales,13,6,5,3
2025-07-01,Europe,Germany,Mid-Market,Conversions,19,11,10,6
2025-07-01,Europe,Germany,Mid-Market,Traffic,17,10,5,3
2025-07-01,Europe,Germany,Mid-Market,Lead Generation,21,12,10,6
2025-07-01,Europe,Germany,Mid-Market,App Installs,16,9,6,3
2025-07-01,Europe,Germany,Mid-Market,Catalog Sales,17,11,9,5
2025-07-01,Europe,Germany,Enterprise,Conversions,26,18,17,11
2025-07-01,Europe,Germany,Enterprise,Traffic,33,26,12,7
2025-07-01,Europe,Germany,Enterprise,Lead Generation,27,20,16,9
2025-07-01,Europe,Germany,Enterprise,App Installs,38,27,17,10
2025-07-01,Europe,Germany,Enterprise,Catalog Sales,38,29,26,16
2025-07-01,Europe,Germany,Agency,Conversions,24,16,16,11
2025-07-01,Europe,Germany,Agency,Traffic,27,17,8,5
2025-07-01,Europe,Germany,Agency,Lead Generation,26,18,14,9
2025-07-01,Europe,Germany,Agency,App Installs,25,17,11,7
2025-07-01,Europe,Germany,Agency,Catalog Sales,26,17,15,10
2025-07-01,Europe,France,SMB,Conversions,12,6,6,3
2025-07-01,Europe,France,SMB,Traffic,12,6,2,1
2025-07-01,Europe,France,SMB,Lead Generation,12,6,5,3
2025-07-01,Europe,France,SMB,App Installs,12,5,3,2
2025-07-01,Europe,France,SMB,Catalog Sales,13,6,5,3
2025-07-01,Europe,France,Mid-Market,Conversions,21,12,12,8
2025-07-01,Europe,France,Mid-Market,Traffic,21,12,5,3
2025-07-01,Europe,France,Mid-Market,Lead Generation,20,12,9,6
2025-07-01,Europe,France,Mid-Market,App Installs,16,10,6,4
2025-07-01,Europe,France,Mid-Market,Catalog Sales,22,12,11,7
2025-07-01,Europe,France,Enterprise,Conversions,24,16,15,9
2025-07-01,Europe,France,Enterprise,Traffic,25,19,9,5
2025-07-01,Europe,France,Enterprise,Lead Generation,29,21,16,10
2025-07-01,Europe,France,Enterprise,App Installs,37,26,17,9
2025-07-01,Europe,France,Enterprise,Catalog Sales,34,23,20,13
2025-07-01,Europe,France,Agency,Conversions,27,17,15,9
2025-07-01,Europe,France,Agency,Traffic,26,18,8,5
2025-07-01,Europe,France,Agency,Lead Generation,22,15,12,7
2025-07-01,Europe,France,Agency,App Installs,19,13,8,5
2025-07-01,Europe,France,Agency,Catalog Sales,28,17,15,9
2025-07-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,5,3
2025-07-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,1
2025-07-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,4,3
2025-07-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,4,2
2025-07-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,6,3
2025-07-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,17,11,11,6
2025-07-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,12,8,4,2
2025-07-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,17,11,9,5
2025-07-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,12,7,4,2
2025-07-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,13,9,8,5
2025-07-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,20,14,15,10
2025-07-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,32,26,12,8
2025-07-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,29,24,20,13
2025-07-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,20,15,9,5
2025-07-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,23,17,15,9
2025-07-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,22,15,14,9
2025-07-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,23,17,8,5
2025-07-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,20,14,12,7
2025-07-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,23,16,10,6
2025-07-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,22,16,14,8
2025-07-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,5,5,3
2025-07-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,2,1
2025-07-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,6,5,3
2025-07-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,13,6,4,2
2025-07-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,6,5,3
2025-07-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,15,9,9,6
2025-07-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,13,7,3,2
2025-07-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,18,10,8,5
2025-07-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,14,8,6,3
2025-07-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,16,9,7,4
2025-07-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,26,18,18,11
2025-07-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,23,18,8,4
2025-07-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,35,27,22,14
2025-07-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,27,19,11,7
2025-07-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,34,25,22,12
2025-07-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,25,16,14,9
2025-07-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,25,15,7,5
2025-07-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,28,19,15,10
2025-07-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,28,20,12,7
2025-07-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,24,17,15,9
2025-07-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-07-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-07-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,2
2025-07-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-07-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,5,3
2025-07-01,Middle East & Africa,South Africa,Mid-Market,Conversions,13,7,7,4
2025-07-01,Middle East & Africa,South Africa,Mid-Market,Traffic,13,6,3,2
2025-07-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,14,7,5,3
2025-07-01,Middle East & Africa,South Africa,Mid-Market,App Installs,12,6,4,2
2025-07-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,12,6,6,3
2025-07-01,Middle East & Africa,South Africa,Enterprise,Conversions,27,17,17,10
2025-07-01,Middle East & Africa,South Africa,Enterprise,Traffic,26,17,7,4
2025-07-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,27,16,13,9
2025-07-01,Middle East & Africa,South Africa,Enterprise,App Installs,23,15,10,7
2025-07-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,28,19,16,9
2025-07-01,Middle East & Africa,South Africa,Agency,Conversions,22,14,12,7
2025-07-01,Middle East & Africa,South Africa,Agency,Traffic,15,8,4,2
2025-07-01,Middle East & Africa,South Africa,Agency,Lead Generation,16,9,7,4
2025-07-01,Middle East & Africa,South Africa,Agency,App Installs,19,10,6,4
2025-07-01,Middle East & Africa,South Africa,Agency,Catalog Sales,17,9,8,4
2025-07-01,Asia Pacific,Japan,SMB,Conversions,12,6,6,3
2025-07-01,Asia Pacific,Japan,SMB,Traffic,12,6,2,1
2025-07-01,Asia Pacific,Japan,SMB,Lead Generation,12,6,6,3
2025-07-01,Asia Pacific,Japan,SMB,App Installs,15,8,5,3
2025-07-01,Asia Pacific,Japan,SMB,Catalog Sales,14,7,6,3
2025-07-01,Asia Pacific,Japan,Mid-Market,Conversions,21,13,12,7
2025-07-01,Asia Pacific,Japan,Mid-Market,Traffic,25,15,6,4
2025-07-01,Asia Pacific,Japan,Mid-Market,Lead Generation,24,15,13,9
2025-07-01,Asia Pacific,Japan,Mid-Market,App Installs,22,14,9,5
2025-07-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,23,15,12,7
2025-07-01,Asia Pacific,Japan,Enterprise,Conversions,41,32,29,18
2025-07-01,Asia Pacific,Japan,Enterprise,Traffic,28,20,9,5
2025-07-01,Asia Pacific,Japan,Enterprise,Lead Generation,33,24,20,12
2025-07-01,Asia Pacific,Japan,Enterprise,App Installs,42,30,19,12
2025-07-01,Asia Pacific,Japan,Enterprise,Catalog Sales,42,32,30,17
2025-07-01,Asia Pacific,Japan,Agency,Conversions,33,24,25,15
2025-07-01,Asia Pacific,Japan,Agency,Traffic,28,21,9,5
2025-07-01,Asia Pacific,Japan,Agency,Lead Generation,24,17,13,8
2025-07-01,Asia Pacific,Japan,Agency,App Installs,21,15,9,6
2025-07-01,Asia Pacific,Japan,Agency,Catalog Sales,27,19,17,11
2025-07-01,Asia Pacific,South Korea,SMB,Conversions,12,6,6,3
2025-07-01,Asia Pacific,South Korea,SMB,Traffic,12,5,2,1
2025-07-01,Asia Pacific,South Korea,SMB,Lead Generation,12,6,5,3
2025-07-01,Asia Pacific,South Korea,SMB,App Installs,12,6,3,2
2025-07-01,Asia Pacific,South Korea,SMB,Catalog Sales,12,6,4,3
2025-07-01,Asia Pacific,South Korea,Mid-Market,Conversions,15,10,9,5
2025-07-01,Asia Pacific,South Korea,Mid-Market,Traffic,19,13,6,3
2025-07-01,Asia Pacific,South Korea,Mid-Market,Lead Generation,22,15,13,8
2025-07-01,Asia Pacific,South Korea,Mid-Market,App Installs,18,10,6,4
2025-07-01,Asia Pacific,South Korea,Mid-Market,Catalog Sales,14,9,8,5
2025-07-01,Asia Pacific,South Korea,Enterprise,Conversions,31,22,22,14
2025-07-01,Asia Pacific,South Korea,Enterprise,Traffic,33,27,12,7
2025-07-01,Asia Pacific,South Korea,Enterprise,Lead Generation,26,18,14,9
2025-07-01,Asia Pacific,South Korea,Enterprise,App Installs,33,26,15,9
2025-07-01,Asia Pacific,South Korea,Enterprise,Catalog Sales,34,25,22,13
2025-07-01,Asia Pacific,South Korea,Agency,Conversions,20,15,15,8
2025-07-01,Asia Pacific,South Korea,Agency,Traffic,23,16,7,4
2025-07-01,Asia Pacific,South Korea,Agency,Lead Generation,19,13,11,7
2025-07-01,Asia Pacific,South Korea,Agency,App Installs,21,16,10,5
2025-07-01,Asia Pacific,South Korea,Agency,Catalog Sales,26,18,14,9
2025-07-01,Asia Pacific,Australia,SMB,Conversions,12,6,6,3
2025-07-01,Asia Pacific,Australia,SMB,Traffic,12,6,2,1
2025-07-01,Asia Pacific,Australia,SMB,Lead Generation,12,6,5,3
2025-07-01,Asia Pacific,Australia,SMB,App Installs,12,6,4,2
2025-07-01,Asia Pacific,Australia,SMB,Catalog Sales,12,6,6,3
2025-07-01,Asia Pacific,Australia,Mid-Market,Conversions,14,9,9,6
2025-07-01,Asia Pacific,Australia,Mid-Market,Traffic,14,9,4,2
2025-07-01,Asia Pacific,Australia,Mid-Market,Lead Generation,17,11,8,5
2025-07-01,Asia Pacific,Australia,Mid-Market,App Installs,18,12,8,5
2025-07-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,17,11,10,6
2025-07-01,Asia Pacific,Australia,Enterprise,Conversions,33,27,25,15
2025-07-01,Asia Pacific,Australia,Enterprise,Traffic,20,14,6,3
2025-07-01,Asia Pacific,Australia,Enterprise,Lead Generation,28,21,17,11
2025-07-01,Asia Pacific,Australia,Enterprise,App Installs,31,25,15,9
2025-07-01,Asia Pacific,Australia,Enterprise,Catalog Sales,28,20,19,11
2025-07-01,Asia Pacific,Australia,Agency,Conversions,18,13,13,8
2025-07-01,Asia Pacific,Australia,Agency,Traffic,17,12,6,3
2025-07-01,Asia Pacific,Australia,Agency,Lead Generation,20,14,12,8
2025-07-01,Asia Pacific,Australia,Agency,App Installs,18,13,8,5
2025-07-01,Asia Pacific,Australia,Agency,Catalog Sales,26,17,15,10
2025-07-01,Asia Pacific,Indonesia,SMB,Conversions,12,5,5,3
2025-07-01,Asia Pacific,Indonesia,SMB,Traffic,14,6,2,1
2025-07-01,Asia Pacific,Indonesia,SMB,Lead Generation,12,5,4,2
2025-07-01,Asia Pacific,Indonesia,SMB,App Installs,17,8,5,3
2025-07-01,Asia Pacific,Indonesia,SMB,Catalog Sales,17,8,7,4
2025-07-01,Asia Pacific,Indonesia,Mid-Market,Conversions,24,13,12,7
2025-07-01,Asia Pacific,Indonesia,Mid-Market,Traffic,23,12,5,3
2025-07-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,21,11,9,5
2025-07-01,Asia Pacific,Indonesia,Mid-Market,App Installs,25,13,8,5
2025-07-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,29,15,13,8
2025-07-01,Asia Pacific,Indonesia,Enterprise,Conversions,34,23,22,14
2025-07-01,Asia Pacific,Indonesia,Enterprise,Traffic,42,28,13,8
2025-07-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,35,24,20,13
2025-07-01,Asia Pacific,Indonesia,Enterprise,App Installs,49,36,22,13
2025-07-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,46,30,25,16
2025-07-01,Asia Pacific,Indonesia,Agency,Conversions,34,20,19,11
2025-07-01,Asia Pacific,Indonesia,Agency,Traffic,25,14,7,4
2025-07-01,Asia Pacific,Indonesia,Agency,Lead Generation,32,20,15,8
2025-07-01,Asia Pacific,Indonesia,Agency,App Installs,34,21,14,8
2025-07-01,Asia Pacific,Indonesia,Agency,Catalog Sales,33,20,16,10
2025-08-01,North America,United States,SMB,Conversions,16,9,8,5
2025-08-01,North America,United States,SMB,Traffic,15,8,4,2
2025-08-01,North America,United States,SMB,Lead Generation,24,13,10,6
2025-08-01,North America,United States,SMB,App Installs,20,12,7,4
2025-08-01,North America,United States,SMB,Catalog Sales,21,12,11,7
2025-08-01,North America,United States,Mid-Market,Conversions,35,25,25,16
2025-08-01,North America,United States,Mid-Market,Traffic,38,27,13,7
2025-08-01,North America,United States,Mid-Market,Lead Generation,31,22,17,10
2025-08-01,North America,United States,Mid-Market,App Installs,28,17,10,6
2025-08-01,North America,United States,Mid-Market,Catalog Sales,26,18,15,9
2025-08-01,North America,United States,Enterprise,Conversions,50,40,38,24
2025-08-01,North America,United States,Enterprise,Traffic,60,45,20,12
2025-08-01,North America,United States,Enterprise,Lead Generation,64,56,46,31
2025-08-01,North America,United States,Enterprise,App Installs,60,52,34,20
2025-08-01,North America,United States,Enterprise,Catalog Sales,66,54,49,32
2025-08-01,North America,United States,Agency,Conversions,44,32,32,21
2025-08-01,North America,United States,Agency,Traffic,44,32,15,9
2025-08-01,North America,United States,Agency,Lead Generation,39,29,25,15
2025-08-01,North America,United States,Agency,App Installs,54,39,25,16
2025-08-01,North America,United States,Agency,Catalog Sales,54,39,34,20
2025-08-01,North America,Canada,SMB,Conversions,12,6,6,3
2025-08-01,North America,Canada,SMB,Traffic,12,6,3,2
2025-08-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-08-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-08-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-08-01,North America,Canada,Mid-Market,Conversions,21,13,12,7
2025-08-01,North America,Canada,Mid-Market,Traffic,21,14,6,4
2025-08-01,North America,Canada,Mid-Market,Lead Generation,15,9,7,4
2025-08-01,North America,Canada,Mid-Market,App Installs,16,11,7,4
2025-08-01,North America,Canada,Mid-Market,Catalog Sales,19,12,10,6
2025-08-01,North America,Canada,Enterprise,Conversions,30,23,23,14
2025-08-01,North America,Canada,Enterprise,Traffic,23,19,9,5
2025-08-01,North America,Canada,Enterprise,Lead Generation,22,16,13,7
2025-08-01,North America,Canada,Enterprise,App Installs,30,23,14,8
2025-08-01,North America,Canada,Enterprise,Catalog Sales,34,28,24,14
2025-08-01,North America,Canada,Agency,Conversions,22,15,15,9
2025-08-01,North America,Canada,Agency,Traffic,23,17,8,5
2025-08-01,North America,Canada,Agency,Lead Generation,28,20,15,9
2025-08-01,North America,Canada,Agency,App Installs,22,15,9,6
2025-08-01,North America,Canada,Agency,Catalog Sales,21,15,13,8
2025-08-01,Europe,United Kingdom,SMB,Conversions,12,6,5,3
2025-08-01,Europe,United Kingdom,SMB,Traffic,15,8,4,2
2025-08-01,Europe,United Kingdom,SMB,Lead Generation,12,6,5,3
2025-08-01,Europe,United Kingdom,SMB,App Installs,13,7,4,2
2025-08-01,Europe,United Kingdom,SMB,Catalog Sales,14,7,6,4
2025-08-01,Europe,United Kingdom,Mid-Market,Conversions,26,16,14,9
2025-08-01,Europe,United Kingdom,Mid-Market,Traffic,21,15,7,4
2025-08-01,Europe,United Kingdom,Mid-Market,Lead Generation,17,11,10,6
2025-08-01,Europe,United Kingdom,Mid-Market,App Installs,27,17,10,6
2025-08-01,Europe,United Kingdom,Mid-Market,Catalog Sales,25,18,16,10
2025-08-01,Europe,United Kingdom,Enterprise,Conversions,32,24,24,14
2025-08-01,Europe,United Kingdom,Enterprise,Traffic,31,26,12,7
2025-08-01,Europe,United Kingdom,Enterprise,Lead Generation,31,23,19,12
2025-08-01,Europe,United Kingdom,Enterprise,App Installs,41,32,19,11
2025-08-01,Europe,United Kingdom,Enterprise,Catalog Sales,46,38,35,23
2025-08-01,Europe,United Kingdom,Agency,Conversions,29,20,19,11
2025-08-01,Europe,United Kingdom,Agency,Traffic,28,21,9,6
2025-08-01,Europe,United Kingdom,Agency,Lead Generation,24,18,16,9
2025-08-01,Europe,United Kingdom,Agency,App Installs,27,18,11,7
2025-08-01,Europe,United Kingdom,Agency,Catalog Sales,27,20,17,10
2025-08-01,Europe,Germany,SMB,Conversions,14,7,7,4
2025-08-01,Europe,Germany,SMB,Traffic,15,8,3,2
2025-08-01,Europe,Germany,SMB,Lead Generation,12,5,4,2
2025-08-01,Europe,Germany,SMB,App Installs,12,6,4,2
2025-08-01,Europe,Germany,SMB,Catalog Sales,13,7,6,3
2025-08-01,Europe,Germany,Mid-Market,Conversions,16,9,9,5
2025-08-01,Europe,Germany,Mid-Market,Traffic,21,12,6,3
2025-08-01,Europe,Germany,Mid-Market,Lead Generation,15,10,8,5
2025-08-01,Europe,Germany,Mid-Market,App Installs,19,12,8,5
2025-08-01,Europe,Germany,Mid-Market,Catalog Sales,19,12,10,6
2025-08-01,Europe,Germany,Enterprise,Conversions,31,23,21,12
2025-08-01,Europe,Germany,Enterprise,Traffic,40,29,13,8
2025-08-01,Europe,Germany,Enterprise,Lead Generation,36,26,22,13
2025-08-01,Europe,Germany,Enterprise,App Installs,26,18,11,7
2025-08-01,Europe,Germany,Enterprise,Catalog Sales,34,26,23,13
2025-08-01,Europe,Germany,Agency,Conversions,28,21,21,13
2025-08-01,Europe,Germany,Agency,Traffic,29,21,10,6
2025-08-01,Europe,Germany,Agency,Lead Generation,27,20,15,10
2025-08-01,Europe,Germany,Agency,App Installs,22,14,10,6
2025-08-01,Europe,Germany,Agency,Catalog Sales,32,22,20,12
2025-08-01,Europe,France,SMB,Conversions,13,6,5,3
2025-08-01,Europe,France,SMB,Traffic,12,6,3,1
2025-08-01,Europe,France,SMB,Lead Generation,13,6,5,3
2025-08-01,Europe,France,SMB,App Installs,12,5,3,2
2025-08-01,Europe,France,SMB,Catalog Sales,13,6,5,3
2025-08-01,Europe,France,Mid-Market,Conversions,19,10,9,5
2025-08-01,Europe,France,Mid-Market,Traffic,18,11,5,3
2025-08-01,Europe,France,Mid-Market,Lead Generation,16,10,8,5
2025-08-01,Europe,France,Mid-Market,App Installs,14,9,5,3
2025-08-01,Europe,France,Mid-Market,Catalog Sales,17,10,8,5
2025-08-01,Europe,France,Enterprise,Conversions,23,15,13,8
2025-08-01,Europe,France,Enterprise,Traffic,33,22,10,6
2025-08-01,Europe,France,Enterprise,Lead Generation,33,25,19,13
2025-08-01,Europe,France,Enterprise,App Installs,28,21,14,9
2025-08-01,Europe,France,Enterprise,Catalog Sales,25,17,15,9
2025-08-01,Europe,France,Agency,Conversions,27,17,16,10
2025-08-01,Europe,France,Agency,Traffic,25,18,9,5
2025-08-01,Europe,France,Agency,Lead Generation,29,18,15,9
2025-08-01,Europe,France,Agency,App Installs,24,15,10,6
2025-08-01,Europe,France,Agency,Catalog Sales,21,13,12,7
2025-08-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,5,3
2025-08-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,7,3,2
2025-08-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,5,2
2025-08-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,3,2
2025-08-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,5,3
2025-08-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,17,12,11,7
2025-08-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,13,8,3,2
2025-08-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,13,8,6,3
2025-08-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,17,12,7,4
2025-08-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,14,9,8,5
2025-08-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,33,24,24,16
2025-08-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,31,25,12,8
2025-08-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,22,17,14,8
2025-08-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,25,19,12,8
2025-08-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,30,23,22,13
2025-08-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,16,11,10,6
2025-08-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,21,16,7,4
2025-08-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,24,16,13,8
2025-08-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,16,10,6,4
2025-08-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,24,16,13,8
2025-08-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,13,6,6,3
2025-08-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,3,1
2025-08-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,6,5,3
2025-08-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,5,3,2
2025-08-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,5,5,3
2025-08-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,16,9,9,5
2025-08-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,14,8,3,2
2025-08-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,15,9,7,5
2025-08-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,20,12,7,4
2025-08-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,20,11,9,6
2025-08-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,33,24,23,14
2025-08-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,24,18,8,4
2025-08-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,25,18,14,9
2025-08-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,23,18,10,7
